,churn,chat_log,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,document_score,magnitude,max_score,min_score,mean_score,std_score,max_weighted_score,min_weighted_score,mean_weighted_score,std_weighted_score
1230,no,"Customer: Oh, data. I need $35 a month for data. Do you offer that?
TelCom Agent: I'm sorry Andrea, but we do not offer that option to our customers. We offer two plans. One is the standard plan which is plenty for most people, and the other is our Value plan which is more for speed and data. We offer the Value Plan as an option, but it is only available to customers who have been with us for a certain amount of time.
Customer: Well, the standard plan I have been on for 7 years and it's been great. But I just want to upgrade",MA,123,area_code_415,no,no,0,209.4,49,35.6,237.4,117,20.18,239.2,98,10.76,9.8,11,2.65,1,0.0,3.200000047683716,0.6000000238418579,-0.800000011920929,-0.07777777728107241,0.41305845787744927,0.36000002861023006,-0.6400000190734865,-0.04111111034949616,0.26921468811312177
1231,no,"Customer: I am thinking of upgrading from the old BT phone to the new BT phone.
TelCom Agent: Great, so how do I start your upgrade process?
Customer: I would like to upgrade my contract which ends next October and I am starting to think about alternatives to my current phone. That is why I would like to know if there is any way that I could upgrade my contract or if I should look at other alternatives.
TelCom Agent: Great, so you are thinking of upgrading to a smartphone or a tablet in the next 12 months. What about the other services that you are currently enjoying on",UT,100,area_code_408,no,no,0,179.1,123,30.45,196.6,132,16.71,186.7,116,8.4,10.2,10,2.75,1,0.0,1.899999976158142,0.5,-0.6000000238418579,-0.10000000521540642,0.34641016810955405,0.25,-0.36000002861023006,-0.04666667227943747,0.18472202193268103
1232,yes,"Customer: I've been getting two text messages from them asking me to update my billing details.
TelCom Agent: Oh, there's nothing wrong with your billing details, I'll just let them sort it out.
Customer: So I've been getting one text message saying they have a problem with my phone number and they need to be sure you're a Telcom customer.
TelCom Agent: That's not a problem, you can just tell them to clear my phone number and we'll still do our best to solve it.
Customer: Alright, thanks. And what's the problem?
HtmlScrivener Agent: If I could start by saying we're sorry",ME,75,area_code_408,yes,no,0,211.3,61,35.92,105.6,119,8.98,175.9,63,7.92,9.7,4,2.62,4,-0.4000000059604645,3.700000047683716,0.20000000298023224,-0.699999988079071,-0.4285714328289032,0.3057276378308181,0.040000001192092904,-0.4899999833106996,-0.26571428980146156,0.19783522132300363
1233,no,"Customer: voice, text or data.
TelCom Agent: I'm sorry Patricia, that's not a choice I'm able to make. Can I please go ahead and transfer you the details of your new plan with the new provider and then I'll be in touch with you about your new contract?
Customer: Sure. I still have my current TelCom plan.
TelCom Agent: You've been upgraded to a Verizon plan right?
Customer: Yep.
TelCom Agent: Great. I can at least guide you through the process. Why don't you just follow me to your new office? I'll be there",PA,108,area_code_510,no,yes,25,170.7,88,29.02,109.9,113,9.34,165.7,99,7.46,8.7,1,2.35,3,0.0,4.199999809265137,0.800000011920929,-0.800000011920929,0.009090907194397667,0.43994741249587505,0.6400000190734865,-0.6400000190734865,0.004545452378012879,0.30728618561412335
1234,no,"Customer: Well I would like to upgrade the data speed. I am currently on 20 mbps and I would like to get 50 mbps.
TelCom Agent: Well if you would like to upgrade your service to 50 mbps then we will be pleased to assist you in that regard.
Customer: Thank you. I will certainly take your word on that. Thank you, Dana.
TelCom Agent: Thank you Sandra. How can I help you today?
Customer: Okay, I am calling to upgrade my contract to 50 mbps. My current contract says I should be paying $125 a month and I would like for",WI,114,area_code_415,no,yes,26,137.1,88,23.31,155.7,125,13.23,247.6,94,11.14,11.5,7,3.11,2,0.0,3.700000047683716,0.800000011920929,-0.5,0.05000000149011612,0.3981205930196444,0.6400000190734865,-0.25,0.07100000375509267,0.2435754593126981
1235,yes,"Customer: Well, I have been using TelCom for years now and I've been very happy with the service, and so I decided to cancel the contract.
TelCom Agent: Oh, OK, I understand that. How long have you been using TelCom and how much money have you paid in total?
Customer: Well, so, weeks, I think it's been six months, $98.99 a month.
TelCom Agent: So that's a very reasonable price. What's the problem with TelCom? What's happened?
Customer: Well, I feel like a lot of the time, you know, they're not answering my calls",MT,125,area_code_510,no,no,0,143.2,80,24.34,88.1,94,7.49,233.2,135,10.49,8.8,7,2.38,4,-0.30000001192092896,3.799999952316284,0.6000000238418579,-0.800000011920929,-0.2750000059604645,0.4235268716703339,0.36000002861023006,-0.6400000190734865,-0.16500000715255747,0.28102492558071435
1236,no,"Customer: Right now I am using the voice component and I would like to upgrade to cellular service.
TelCom Agent: Right now you are subscribed to voice service and I am getting you through to the National Voice Directory and we can help you change your number with them.
Customer: Sure. That would be great. So what are the upgrade options?
TelCom Agent: You can upgrade your service, but the actual cost for the upgrade would be $10.00 per month. It depends on which plan you are on.
Customer: Yep. That's the plan I'm on.
TelCom Agent: Which ones",OR,149,area_code_415,yes,no,0,176.2,87,29.95,145.0,81,12.33,249.5,92,11.23,5.7,4,1.54,0,0.0,1.7999999523162842,0.5,-0.20000000298023224,0.029999999701976775,0.19519221407400938,0.25,-0.040000001192092904,0.02099999988079071,0.07942921398836271
1237,yes,"Customer: Well, every month I get billed $150 for my phone which I never use (my company pays for my phone) and then I have to pay $30 each month for Xfinity TV and Sling TV. And I really don't need that. And then I have to pay $20 every month for my Internet connection.
TelCom Agent: Oh, Kevin, I'm sorry to hear that. Unfortunately I'm not able to cancel your contract. If I was able to it wouldn't matter what type of service they provide, you would be able to get a better deal with us.
Customer: That's not what I'm saying. I want to cancel my",LA,155,area_code_415,no,no,0,203.4,100,34.58,190.9,104,16.23,196.0,119,8.82,8.9,4,2.4,0,-0.6000000238418579,6.199999809265137,0.4000000059604645,-0.800000011920929,-0.6125000081956387,0.38870780024001866,0.16000000476837162,-0.6400000190734865,-0.4862500128149988,0.262627951706248
1238,no,"Customer: I would like to upgrade my base service to unlimited data.
TelCom Agent: Oh great. So you have a Pay-As-You-Go plan?
Customer: Yes.
TelCom Agent: Okay great and I am sorry to hear you would like to upgrade your service to unlimited data. So again, can I start by looking over your current contract and see if there is anything that you would like to add to it?
Customer: Yeah, sure. I would like to add a prepaid card to my plan.
TelCom Agent: Okay. And what do you think of this card?
Customer:",ID,138,area_code_415,yes,yes,17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0,0.0,2.299999952316284,0.4000000059604645,-0.30000001192092896,0.06363636458461935,0.21856028293751822,0.16000000476837162,-0.09000000715255752,0.03000000089406968,0.07348469546897102
1239,yes,"Customer: So I have been very unhappy with the service and would like to cancel my contract.
TelCom Agent: No problem. I'm sorry to hear that. So what's the reason for your dissatisfaction?
Customer: Well I've had a few issues. The first problem is that the service is just not high quality. The service is not reliable and I've had many disconnects. I've been very unhappy and I've tried to cancel my contract several times and they just refuse to give up on me.
TelCom Agent: Oh. Well Virgilio, I'm so sorry to hear that. We really are trying a lot right now to",KS,94,area_code_408,no,no,0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,-0.5,7.5,0.4000000059604645,-0.800000011920929,-0.4818181862885302,0.4588883494045714,0.16000000476837162,-0.6400000190734865,-0.3845454619418493,0.313698288417332
1240,yes,"Customer: I mean, I'm having a problem with the service. I have never had problems with the service before; but now I am having trouble with calling the customer service line.
TelCom Agent: Okay. And you're looking to do this today?
Customer: Yes, I am looking to cancel my service today.
TelCom Agent: Okay, that's great. Where is the best place to do this?
Customer: I'd be more than happy if you can just keep this number in mind. It's 724-236-3889.
TelCom Agent: Okay, I will call you back. Thank you. Bye.
Customer:",CT,115,area_code_415,no,no,0,245.0,97,41.65,250.7,75,21.31,270.2,124,12.16,13.7,8,3.7,1,-0.10000000149011612,5.699999809265137,0.800000011920929,-0.8999999761581421,-0.16153846222620744,0.47964484112942884,0.6400000190734865,-0.8099999570846563,-0.11307692220577834,0.3739885778154418
1241,no,,SD,125,area_code_415,no,no,0,163.8,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,4,4.24,0,,,,,,,,,,
1242,no,"Customer: I have a 2 year contract with TelCom and would like to upgrade to a 3 year contract. And I would like to switch my cell phone over to a 4G device.
TelCom Agent: That is great. I do have a device for you to use. Please take a moment and grab a copy of the TelCom phone bill and be lucky to have one of the best devices.
Customer: Thank you very much for your advice. I appreciate it TelCom Agent. I will sit down and get the bill for you and I will look forward to working with you again.
IT Liquidator: I am not",OH,149,area_code_408,no,no,0,196.3,108,33.37,136.8,96,11.63,154.7,87,6.96,7.7,3,2.08,2,0.20000000298023224,4.300000190734863,0.8999999761581421,-0.4000000059604645,0.26666666401757133,0.48989794830879463,0.8099999570846563,-0.16000000476837162,0.26222221910953536,0.3533892306147496
1243,no,"Customer: I would like to upgrade my voice over IP system to IP v4 and upgrade the same to voice over IP. I would like to upgrade my data as well.
TelCom Agent: I have to ask you first how much have you been paying for the service?
Customer: About $140 per month.
TelCom Agent: Did you turn the phone off when there was a text message?
Customer: No, I have not. So when I got this message, I turned the call off.
TelCom Agent: No worries, we won't charge you anything for that. Are you sure the system you",OR,129,area_code_510,no,yes,36,192.8,103,32.78,177.0,83,15.05,216.5,118,9.74,16.4,5,4.43,1,-0.20000000298023224,3.0,0.20000000298023224,-0.5,-0.23333333763811323,0.2000000024283374,0.040000001192092904,-0.25,-0.0855555582708783,0.08655263258719108
1244,no,"Customer: I'd like to upgrade all three.
TelCom Agent: All three? That's a little bit more than what you get under your current contract. You're just going to have to come back in a few days and we'll go over the finer points of your upgrade.
Customer: Oh, I understand. Okay. Have a great weekend.
Customer: Can you guys provide any more details?
TelCom Agent: Sure! All right, well, we're going to need a little bit more information on what you want to upgrade to.
Customer: Like exactly what?
TelCom Agent: Yeah. As",MA,46,area_code_408,no,no,0,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1,0.0,3.5999999046325684,0.8999999761581421,-0.4000000059604645,0.07692307634995534,0.3042110735171086,0.8099999570846563,-0.16000000476837162,0.06307692048641358,0.2235856163881748
1245,no,"Customer: I would like to upgrade my voice to 50meg.
TelCom Agent: How much would that be?
Customer: Uh...it's not quite 50 meg but I was able to get 75meg unlimited and then I switched to 100meg and I got 60meg unlimited and I still don't want to pay anymore for chat. I don't want to have to pay for chat anymore.
TelCom Agent: Which component do you require?
Customer: I wanted a voice upgrade so I can talk to my kids on the phone. I've had the chat upgrade before.
TelCom Agent: Great. Well I'm",NJ,88,area_code_510,no,no,0,144.3,116,24.53,156.4,74,13.29,214.7,90,9.66,7.8,10,2.11,3,-0.10000000149011612,2.9000000953674316,0.800000011920929,-0.6000000238418579,-0.10000000397364299,0.3711842990627393,0.6400000190734865,-0.36000002861023006,-0.005555558204650948,0.25294317982389647
1246,no,"Customer: My current phone is Verizon and I want to upgrade to a different provider such as AT&T.
TelCom Agent: Oh thank you, I'm glad to help you Karen you can call AT&T and they can walk you through this process.
Customer: They can?
Customer: Yes.
TelCom Agent: Great, how about I give you an AT&T number and they can get you in touch with them?
Customer: Sure, OK. My number is (xxxxxxxxxxxxxxxxxxxxxx).
TelCom Agent: Very good, thanks so much! And please give me a call back when you have",OH,110,area_code_510,no,no,0,175.6,91,29.85,236.5,127,20.1,194.9,114,8.77,9.5,8,2.57,0,0.10000000149011612,4.0,0.8999999761581421,-0.4000000059604645,0.17777777214845022,0.4637474774558659,0.8099999570846563,-0.16000000476837162,0.16666665673255932,0.35649526966167455
1247,no,"Customer: I would like to upgrade my voice package to Text only.
TelCom Agent: Alright, how much would you like to pay for that?
Customer: $24.99
TelCom Agent: Billing for that is $0.00. Would you like to book it on one of our appointments?
Customer: Sure.
TelCom Agent: And if you would like to cancel your Services, we can refund you within 3 days from the date of issue.
TelCom Agent: Thank you for calling TelCom. Hope to hear from you soon.
TelCom Agent: Alright, have a good day",ND,98,area_code_510,no,no,0,187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,1,0.10000000149011612,2.4000000953674316,0.6000000238418579,-0.20000000298023224,0.1333333369758394,0.2708012864315931,0.36000002861023006,-0.040000001192092904,0.07333333717452163,0.1319090667857388
1248,yes,"Customer: I'm sorry, I'm just really not enjoying the experience that they've been providing to me. I just can't justify putting my time and money into this service just to get something that is just not as great as it should have been.
TelCom Agent: Well… so, you're cancelling because you're having a problem with your service?
Customer: Yes, I'm cancelling because I'm not getting the service that I paid for.
TelCom Agent: And the reason that you're getting so much trouble with your service is because their system is not as good as it should be?
Customer: Well, no, there are some complaints",SD,27,area_code_510,no,no,0,226.3,95,38.47,274.3,109,23.32,242.7,119,10.92,8.2,3,2.21,2,-0.800000011920929,4.900000095367432,-0.699999988079071,-0.800000011920929,-0.7833333412806193,0.03726780851033233,-0.4899999833106996,-0.6400000190734865,-0.615000013113022,0.05590171276549849
1249,yes,,CT,64,area_code_415,yes,no,0,225.3,134,38.3,108.2,87,9.2,139.6,132,6.28,17.3,9,4.67,1,,,,,,,,,,
1250,yes,"Customer: Well, I was told that the phone company was not paying me for the service. So I thought that was some sort of mistake, and I called TelCom to cancel the contract.
TelCom Agent: And you called for a cancellation?
Customer: Yes, but I was told it could be a few days until the payment was cleared, but now it says that I need to pay by the end of the month.
TelCom Agent: Which payment do you need to use?
Customer: Oh, I'm sorry I can't tell you that. I am not authorized to pass on any information.
TelCom Agent: Well, I am sure that someone will",DC,65,area_code_408,no,no,0,244.5,72,41.57,206.2,88,17.53,299.8,110,13.49,7.6,1,2.05,5,-0.5,4.199999809265137,0.0,-0.800000011920929,-0.4624999985098839,0.30388114189288756,0.0,-0.6400000190734865,-0.30624999701976785,0.23722022764672668
1251,no,"Customer: I have been quite pleased with the services I have received from TelCom and would like to upgrade my service. I'd like to receive text alerts for public transport announcements, and I'd also like to see more features added to my current plans.
TelCom Agent: Glad to hear that Mitchell. What would you like to be upgraded to?
Customer: I have been quite pleased with the services that I have received from TelCom and would like to be upgraded to a higher speed plan. What speed plan would you like to upgrade to?
TelCom Agent: Glad to hear that Mitchell. Which plan would you like to be",WI,107,area_code_408,no,no,0,134.0,104,22.78,174.5,94,14.83,311.1,79,14.0,7.3,3,1.97,3,0.30000001192092896,2.700000047683716,0.699999988079071,-0.10000000149011612,0.2874999977648258,0.30593095264038306,0.4899999833106996,-0.010000000298023226,0.17374999642372135,0.2021717953773554
1252,no,,KS,137,area_code_415,no,yes,19,175.3,96,29.8,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11,0,,,,,,,,,,
1253,no,"Customer: Text and data.
TelCom Agent: Fine. How much will you be paying now?
Customer: $170 per month for voice and data.
TelCom Agent: Thank you Mildred, the $170 will be transferred to your new account in about 2 to 3 days. Is there anything else I can assist you with today?
Customer: No, I would like to update my accounts with the new TelCom number. Yes, I will be needing a new TelCom card.
TelCom Agent: Sounds good to me. I have a couple of cards out there that contain your old number",NY,122,area_code_415,no,no,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3,0.0,3.299999952316284,0.8999999761581421,-0.699999988079071,0.009999997913837433,0.41821046945702817,0.8099999570846563,-0.4899999833106996,0.03699999707937244,0.3053866273567126
1254,no,"Customer: My DSL service is good but it does say it is up to date but it hasn't updated in weeks. I like to have a phone number automatically forwarded to my cell phone.
TelCom Agent: That's a good idea Miriam. You can purchase a Smartphone with a phone number that's automatically forwarded to your cell phone.
Customer: Oh really? Sounds great! So that's $15 a month for 3 year service.
TelCom Agent: That's much better than the $25 my company charges me for the same service.
TelCom Agent: So would it be possible for you",MS,155,area_code_408,no,no,0,163.0,93,27.71,203.9,102,17.33,159.0,109,7.15,15.1,4,4.08,2,0.10000000149011612,4.699999809265137,0.8999999761581421,-0.699999988079071,0.1333333369758394,0.5142416211569345,0.8099999570846563,-0.4899999833106996,0.10222222526868202,0.355864442034922
1255,no,"Customer: Text 8575 and I will call you shortly.
TelCom Agent: Thank you Greg, how about now?
Customer: I will be right over.
TelCom Agent: Don't worry about it Greg. We will be here in another 5 minutes.
Customer: The Voice Port on the new iPhone 6 Plus is really good! It is almost as good as my old iPhone 5S. That's saying something! It has had an awesome summer.
TelCom Agent: Thanks for taking your time and I'm glad to hear that it has been an awesome summer. Can I see what components you desire to upgrade today",MT,42,area_code_415,no,no,0,150.7,52,25.62,246.7,96,20.97,103.8,118,4.67,7.0,4,1.89,2,0.20000000298023224,4.800000190734863,0.8999999761581421,-0.30000001192092896,0.2545454502105713,0.4716771546642374,0.8099999570846563,-0.09000000715255752,0.24727272163737915,0.3665835046904602
1256,no,"Customer: I'd like to upgrade the data component.
TelCom Agent: OK, so how many gigabytes do you have on your account?
Customer: I have 5GB in my account.
TelCom Agent: Ok, so you'd like to switch to a higher tier?
Customer: No, I'm fine with my contract and I don't really need any more data.
TelCom Agent: Ready to upgrade today?
Customer: Yes.
TelCom Agent: Mr. Clark, would you please explain how you would like to upgrade your contract today?
Customer: I'm not sure",WI,75,area_code_415,no,no,0,184.8,126,31.42,198.6,103,16.88,103.0,90,4.64,8.3,3,2.24,1,-0.20000000298023224,2.9000000953674316,0.4000000059604645,-0.6000000238418579,-0.20000000463591683,0.2828427184454226,0.16000000476837162,-0.36000002861023006,-0.08444444861676965,0.14492229370948376
1257,no,"Customer: I want a new phone. I have a Motorola Razr, but I can't get it any faster from TelCom. I'm currently paying about $250 a month for voice and data.
TelCom Agent: I understand that. I would be happy to upgrade your phone in reference to your pending request.
Customer: Thanks a lot. So that's how I can get my phone faster?
TelCom Agent: Yes, that is correct. What is the next step you would like me to work with you on?
Customer: Oh, so if I upgrade my contract right now, that would be now the next",OH,68,area_code_510,no,no,0,143.6,80,24.41,134.3,65,11.42,215.6,84,9.7,15.5,5,4.19,2,0.0,3.0999999046325684,0.800000011920929,-0.6000000238418579,-0.04000000283122063,0.36386811622095694,0.6400000190734865,-0.36000002861023006,0.003999997884035045,0.24000834322846806
1258,no,,MI,120,area_code_415,no,no,0,150.6,85,25.6,119.0,128,10.12,232.9,123,10.48,6.4,2,1.73,1,,,,,,,,,,
1259,no,"Customer: How about a voice upgrade and I have an unlimited plan. I'm also looking to upgrade my contract to a year long; I am a little worried that if I don't upgrade my service I may be out about $2000 over the next year.
TelCom Agent: OK I can see that. And what will be your cost over the next year?
Customer: Well it depends on what I want to upgrade. Right now it's just a voice upgrade.
TelCom Agent: OK. I'll give you a call back in a little while to talk about that. All the best Anna.
TelCom Agent",SC,109,area_code_415,no,no,0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9.0,3,2.43,2,0.0,3.299999952316284,0.800000011920929,-0.6000000238418579,-0.07000000402331352,0.3900000110077553,0.6400000190734865,-0.36000002861023006,-0.011000003904104333,0.26155115510100413
1260,no,"Customer: Hold on a second, I'm switching from data to voice.
TelCom Agent: Great. How much would you like to pay now?
Customer: 50.00
TelCom Agent: Ah, there you go John. Let me just start with the welcome packet. This is a little bit of a special coupon for you. The TelCom Agent is going to be giving away a special TelCom Agent Kiosk for the duration of session one. You're going to be able to use it for 5 minutes at a time. But if you have had any other phone accounts at all, you're going be charged",IN,68,area_code_415,no,no,0,222.1,107,37.76,199.4,102,16.95,162.4,107,7.31,9.4,3,2.54,2,0.0,3.5999999046325684,0.800000011920929,-0.800000011920929,-0.05555555638339785,0.4499657118453801,0.6400000190734865,-0.6400000190734865,-0.01888888945182165,0.31553991511903495
1261,no,"Customer: I would like to upgrade my data plan.
TelCom Agent: A good question. Let me go through the options with you.
1. Traditional voice service - June 30th, 2015 to December 31st, 2017 - $49.95/mo.
TelCom Agent: Thank you. I'm sure you have a good reason for needing to upgrade your service. I'll let you know if I have any more questions.
2. Unlimited Data Service - $39.99/mo.
TelCom Agent: Thank you. I'm sure you have a good reason what so ever for needing to upgrade your service",WY,90,area_code_415,no,no,0,207.2,121,35.22,292.5,104,24.86,226.3,103,10.18,8.0,1,2.16,2,0.0,3.0999999046325684,0.5,-0.4000000059604645,0.03333333320915699,0.2778888724548904,0.25,-0.16000000476837162,0.01999999997516473,0.1085510664078897
1262,yes,"Customer: I'm a very frugal person and I decided a while back to stop using home internet because I figured I'd use more down the road.
TelCom Agent: Well, I'm sorry to hear that you decided to stop using home internet, but I think we can help you with that.
TelCom Agent: Okay. So I understand you're using a wireless router.
Customer: Yes.
TelCom Agent: So can you plug in our wireless router and just start uploading your home movies, music from your computer to a wireless device and then plug that in to your router?
Customer: Sure.
TelCom Agent: And then I'll link it",PA,119,area_code_408,no,no,0,287.1,115,48.81,159.3,99,13.54,216.8,86,9.76,13.9,1,3.75,2,0.0,2.0999999046325684,0.4000000059604645,-0.6000000238418579,-0.012500002048909664,0.28476965183353053,0.16000000476837162,-0.36000002861023006,-0.021250002868473596,0.1398604310741726
1263,no,"Customer: Voice, text or data.
TelCom Agent: Thank you for your interest and please proceed.
Customer: Yes, I want to upgrade to a 50mbps service.
TelCom Agent: Thank you Jack, I will get back with you shortly, and I will be in touch with you about this.
Customer: Ok, good. Thank you so much.
Customer: I will definitely be calling again within the next week or so.
TelCom Agent: Thank you for speaking with TelCom today Jack, we will be in touch with you again soon.
Customer: Thank you.",WA,110,area_code_415,no,no,0,241.2,105,41.0,174.3,85,14.82,245.3,59,11.04,8.5,4,2.3,2,0.4000000059604645,4.400000095367432,0.8999999761581421,-0.10000000149011612,0.42222222768598133,0.3258417400539141,0.8099999570846563,-0.010000000298023226,0.28222222682502557,0.2749455561565363
1264,yes,"Customer: I'm really a bit upset with the service. It's just broken all the time and I just can't live with that. I've got to move out of the house. It's really, really slow for me. I've got to get a connection to another provider by Friday and I'm not going to be able to save time with that. So what's your alternative? TelCom Agent: Well, I'm so sorry to hear that Timothy. I don't know exactly what you mean. You said you would like to cancel? What's the next step after that? Customer: So I'm going to cancel and then I'll have to get a connection and I don",VT,95,area_code_510,yes,yes,41,136.8,91,23.26,200.8,61,17.07,133.7,67,6.02,10.3,9,2.78,5,-0.6000000238418579,6.599999904632568,-0.10000000149011612,-0.800000011920929,-0.5545454614541747,0.24257571305921924,-0.010000000298023226,-0.6400000190734865,-0.3663636453856122,0.24253482932459397
1265,no,"Customer: I do not want the Voice Upgrade, that's my main reason being I have already signed up for the text and data and the data is very expensive for my needs.
TelCom Agent: That's a great reason Dorothy. And your main reason for upgrading is to continue to receive your text messaging at a discounted rate?
Customer: Yes, and my main reason for upgrading is to continue to receive my text messaging at a discounted rate.
TelCom Agent: Thank you. Now I forgot to mention something. We like to offer the best rates to our customers but we do not have the flexibility to offer the best",ME,102,area_code_415,no,no,0,228.1,86,38.78,156.0,97,13.26,227.9,124,10.26,10.6,9,2.86,1,0.0,2.5999999046325684,0.4000000059604645,-0.800000011920929,-0.0857142869915281,0.401527702503856,0.16000000476837162,-0.6400000190734865,-0.0857142882687705,0.24703136169961323
1266,no,"Customer: I don't know. I've got nothing. I would like to upgrade to LTE.
TelCom Agent: Okay. What is the name of the new contract?
Customer: 4G.
TelCom Agent: What is the phone number for your new service?
Customer: 7291061808.
TelCom Agent: Okay, I think we have some new information for you. Tera?
Telephone rings.
TelCom Agent: Hello? Yes?
Customer: Hola, so glad to hear from you, I've been very happy with your service. Can I get",NY,78,area_code_510,no,no,0,152.9,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2,0.0,3.799999952316284,0.8999999761581421,-0.699999988079071,-0.06428571630801473,0.3517449162513103,0.8099999570846563,-0.4899999833106996,-0.005000002490622634,0.2634320074061383
1267,yes,,IA,81,area_code_510,no,no,0,261.4,141,44.44,215.7,102,18.33,271.8,96,12.23,8.0,6,2.16,1,,,,,,,,,,
1268,no,,NJ,113,area_code_415,no,no,0,186.0,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29,1,,,,,,,,,,
1269,yes,"Customer: I don't get any speed for my internet and I have been told that I have to return the modem and that will cost me $70.
TelCom Agent: Kyle, can you please call New Telcom and get a modem?
Customer: Yeah, I will see what I can do. Thank you.
The TelCom agent then hung up and called Kyle back. Kyle said:
""Hello? This is Kyle. This is Reta. I'm trying to cancel my new connection. I need the modem serial number and the total cost will be $70. If you can send those to me I will give you the money and I will keep you straight on",NJ,80,area_code_415,no,no,0,268.7,120,45.68,301.0,147,25.59,167.0,140,7.52,5.8,1,1.57,2,-0.20000000298023224,3.9000000953674316,0.800000011920929,-0.699999988079071,-0.17272726920518008,0.41140758009898215,0.6400000190734865,-0.4899999833106996,-0.0827272666584362,0.30992934214257084
1270,no,"Customer: Voicemail.
TelCom Agent: How many minutes do you currently have?
Customer: 10 minutes with the present billing period on my phone account.
TelCom Agent: Do you have any current call forwarding or forwarding numbers or addresses that you can use as forwarding numbers?
Customer: Yes, I do.
TelCom Agent: What is the phone number of that forwarding address?
Customer: (Turns phone off)
TelCom Agent: Do you also have a forwarding number on any other lines?
Customer: No, I don't have any forwarding numbers.
TelCom Agent: Do you have",IL,183,area_code_510,no,no,0,108.3,87,18.41,183.6,116,15.61,176.6,109,7.95,13.5,2,3.65,0,-0.10000000149011612,2.0999999046325684,0.20000000298023224,-0.699999988079071,-0.13333333283662796,0.24944382386005307,0.040000001192092904,-0.4899999833106996,-0.07111110975344978,0.15708768814841
1271,no,,AL,51,area_code_415,no,no,0,41.2,106,7.0,210.6,82,17.9,220.1,115,9.9,12.4,3,3.35,0,,,,,,,,,,
1272,no,"Customer: I'd like to upgrade my voice service to 2G.
TelCom Agent: That will cost $7.50 a month. How many texts do you want to add?
Customer: I have one text today.
TelCom Agent: Ok, $2.00 a month. What will you be adding with your first upgrade?
Customer: Well, I would be adding the Voice service.
TelCom Agent: That will be $5.00 a month so it is $55.00 a year to upgrade to Voice.
Customer: Ok, that sounds right.
TelCom Agent: That's right",UT,157,area_code_408,no,no,0,229.8,90,39.07,147.9,121,12.57,241.4,108,10.86,9.6,7,2.59,3,0.0,2.0999999046325684,0.20000000298023224,-0.4000000059604645,-0.07000000104308128,0.19000000283122062,0.040000001192092904,-0.16000000476837162,-0.02300000068545342,0.05478138533182183
1273,no,"Customer: How about data?
TelCom Agent: I am sorry. We can't do that. I am sorry, the data plan has expired. What was the plan number then?
Customer: 3-838-737-5585.
TelCom Agent: What? What?
Customer: 3-838-737-5585.
TelCom Agent: That was your 3-838-737-5585 plan?
Customer: Yes, I did. It is no longer valid.
TelCom Agent: I see. When did you sign up for this?
Customer: June",WY,127,area_code_415,yes,yes,28,95.9,117,16.3,159.5,131,13.56,152.8,132,6.88,10.4,3,2.81,1,-0.20000000298023224,4.599999904632568,0.20000000298023224,-0.800000011920929,-0.2466666673620542,0.31804961227479717,0.040000001192092904,-0.6400000190734865,-0.15666666716337208,0.24987107975004766
1274,no,"Customer: I am a state of Oregon resident and I would like to upgrade to unlimited data.
TelCom Agent: Oh, that's great. Can you please go ahead and fill out our warranty form?
Customer: Sure. I'd like to upgrade my existing agreement to three years and 13 months.
TelCom Agent: Thank you Mary and thank you for being a loyal TelCom customer.",NH,120,area_code_510,no,yes,43,177.9,117,30.24,175.1,70,14.88,161.3,117,7.26,11.5,4,3.11,1,0.20000000298023224,2.5,0.800000011920929,-0.20000000298023224,0.19999999925494194,0.41231056418809425,0.6400000190734865,-0.040000001192092904,0.18000000014901166,0.2769476508983682
1275,no,"Customer: Text.
TelCom Agent: Great, do you have a qualifying agreement that we can assist you with?
Customer: Yes, my service is on an existing contract that expires on January 31, 2012.
TelCom Agent: Okay. So if you'd like to upgrade to a new contract, can you do it now?
Customer: I'm sorry, can you get me out of this contract?
TelCom Agent: Well, we do have to do a lot of paperwork, and it would be best if you call me back in a few days.
Customer: Okay.",FL,105,area_code_408,no,no,0,181.9,70,30.92,233.5,83,19.85,194.6,80,8.76,8.1,9,2.19,1,-0.10000000149011612,2.0999999046325684,0.20000000298023224,-0.699999988079071,-0.09999999962747097,0.28284271142094786,0.040000001192092904,-0.4899999833106996,-0.06749999865889553,0.1646017871555327
